listening_time,episode_length_pref,genre,skip_rate,completion_rate,frequency,user_id
39.701546166833154,short,Tech,0.3863871659552006,0.6224709460411628,weekly,USR_01448
24.390856959869737,short,News,0.1618229757516445,0.8043097435391215,weekly,USR_01115
70.49611592781365,short,Tech,0.14263704289582024,0.7048950599576851,weekly,USR_01065
11.527307231312058,short,Self-Help,0.8193571671798037,0.21659458628123152,monthly,USR_02288
51.95058615220674,medium,News,0.30700884752085666,0.4492536127350169,weekly,USR_01538
70.47090574820965,long,History,0.08955000196531339,0.9122838910656593,daily,USR_00669
46.388342278666435,short,Comedy,0.2554448096488073,0.9311997979996451,weekly,USR_01584
17.304919132741492,short,News,0.7642491121254134,0.2020015550110924,monthly,USR_02405
144.28983965749177,long,Fiction,0.12945696795139863,0.9173525154985891,daily,USR_00498
23.291192134172945,short,Self-Help,0.6140453610681668,0.2988638522139262,weekly,USR_02481
80.94236505793245,long,Fiction,0.0,0.9271243560906384,daily,USR_00472
135.75164066517132,long,True Crime,0.049133317162261325,0.8103233419834914,daily,USR_00247
128.9963755518248,long,True Crime,0.12547681477179656,0.822339146927796,daily,USR_00924
36.36841330854148,medium,Tech,0.30827000036385704,0.3404240837071364,weekly,USR_01132
187.38255577492887,long,History,0.10872296474183513,0.9679695573960564,daily,USR_00671
168.23689529149618,long,True Crime,0.09689453350399077,0.8113402277825708,daily,USR_00917
33.847910386392954,medium,Comedy,0.28395364481829555,0.8888439191192916,weekly,USR_01415
84.70585029700848,short,News,0.4980075233444019,0.7649203621551086,weekly,USR_01607
150.1573109915455,medium,Fiction,0.15272967581135297,0.8932814504955062,daily,USR_00403
75.62274951664321,short,News,0.2597918524875926,0.7055584228348922,weekly,USR_01104
25.502668638209332,short,News,0.6448106172782562,0.21206546471908866,weekly,USR_02073
148.29163128836797,long,History,0.17677811889577077,0.8311279113205198,daily,USR_00720
18.07046010400233,short,Self-Help,0.8018891321333071,0.2569374156823713,monthly,USR_02012
27.102985786210347,short,Self-Help,0.8297423257017456,0.1453776315533894,weekly,USR_02437
123.48427691396601,long,History,0.08378819945758997,0.9735764234581732,daily,USR_00197
165.21822093321893,long,Fiction,0.1318676841437698,0.873838905120521,daily,USR_00892
66.71052451249426,short,Comedy,0.37027256732712893,0.3581535396030875,weekly,USR_01265
57.33956238719822,medium,News,0.33466976285016636,0.7067936200075897,weekly,USR_01035
58.38240854217747,medium,Tech,0.32306579252083567,0.8481720410879465,weekly,USR_01326
125.07149650766887,long,True Crime,0.06456074598767303,1.0,daily,USR_00510
77.19962880547226,short,Tech,0.027403114990052435,0.45665427229586353,weekly,USR_01428
155.19542777553545,long,Fiction,0.17237934622562143,0.7913335932632191,daily,USR_00195
53.124197251194815,medium,Comedy,0.1663997107565072,0.7032580396069215,weekly,USR_01180
38.40036623101675,short,News,0.45217838021667744,0.17714346088737906,monthly,USR_02033
106.55958298751267,long,True Crime,0.11317845367677423,0.8540040035690499,daily,USR_00933
38.07197270989778,medium,Tech,0.2618595469528585,0.5655936468952867,weekly,USR_01125
79.0436748687354,medium,Tech,0.1576006150303988,0.8654686099255666,weekly,USR_01823
64.3931451431611,short,News,0.30967439129390467,0.6688770251002295,weekly,USR_01367
37.238380780869754,short,Tech,0.31158319490095643,0.7719549112945246,weekly,USR_01993
52.12894253501722,medium,Tech,0.3974262263086452,0.5866631113644807,weekly,USR_01259
32.09146286090212,short,Self-Help,0.6534636912721109,0.04116307517494175,monthly,USR_02275
50.28210351749237,medium,Tech,0.4556300795515933,0.6239490848321887,weekly,USR_01274
85.30631961981251,medium,Tech,0.296700969717275,0.7643174226763424,weekly,USR_01937
67.62335414981202,medium,News,0.10160033168530452,0.3158426706111138,weekly,USR_01267
168.97223217166564,long,History,0.15012082293360038,0.9448714178145445,daily,USR_00773
87.97060549414326,medium,News,0.27863232311301384,0.528895269613037,weekly,USR_01609
85.27522323803562,medium,News,0.13487185763762669,0.22564389243263028,weekly,USR_01312
122.4172729729859,long,Fiction,0.13840897822314235,0.9045709084129011,daily,USR_00135
44.26136899592228,medium,Comedy,0.35375171269731426,0.8144891685498133,weekly,USR_01856
1.0,short,Self-Help,0.7546939530913076,0.27562867286022297,monthly,USR_02400
211.82243774645963,long,History,0.10787239624803834,0.902984893972973,daily,USR_00421
49.571559118307285,short,News,0.21816625166637466,0.7634008963975037,weekly,USR_01756
202.64382545953094,long,History,0.04594314436011693,0.7870747075852834,daily,USR_00708
140.17013560206695,long,Fiction,0.20682795644013627,0.9181167224890757,daily,USR_00094
124.82347430332084,long,Fiction,0.07484597304476723,0.8315546210861376,daily,USR_00057
135.43909356512688,long,True Crime,0.051352511034166735,0.8257302664142224,daily,USR_00219
67.60782107795802,medium,Tech,0.36517110765969124,0.5650074025264096,weekly,USR_01037
72.30348876377344,short,Tech,0.21610315603558222,0.5165854595656796,weekly,USR_01294
60.264827470552106,medium,Comedy,0.2640501223354582,0.6822106737073892,weekly,USR_01953
73.40697405803999,short,News,0.10735450605404515,0.7908744815861669,weekly,USR_01450
31.827134318744033,short,News,0.6688657650671095,0.25981017797611555,weekly,USR_02360
61.1554801341217,short,News,0.3673636365708623,0.6637347224858723,weekly,USR_01466
174.3858635651688,long,True Crime,0.11578679494386786,0.9895060522965138,daily,USR_00299
9.75050468868318,short,News,0.7127094907750207,0.28362195690513553,weekly,USR_02178
142.06029500286132,long,Fiction,0.018853620958495118,0.8382824283822806,daily,USR_00179
35.228736219306654,short,Comedy,0.23021707117461018,0.47468845764122625,weekly,USR_01188
54.395212305116175,short,News,0.3485715841353997,0.42855342887203507,weekly,USR_01473
124.59618845794785,long,History,0.029492949750983835,0.9132586688691934,daily,USR_00189
159.8078212129249,long,True Crime,0.07858273801470692,0.9448012117926341,daily,USR_00573
171.52626767387886,long,True Crime,0.13588453707197318,0.8904451300845025,daily,USR_00434
152.97996916287678,long,Fiction,0.0560864963163317,0.8693746412460117,daily,USR_00519
8.775156762771338,short,News,0.6598358295931611,0.22415548684763958,weekly,USR_02347
11.462791807843924,short,Self-Help,0.7095105266290739,0.2658067575556854,weekly,USR_02272
45.799837766599566,medium,News,0.29193711915501896,0.50382800483207,weekly,USR_01085
44.02090455764673,short,Tech,0.3024971262370999,0.6060178623654868,weekly,USR_01289
79.61216709733515,short,News,0.3484220774346842,0.7068284877754915,weekly,USR_01124
60.20402942849741,medium,News,0.2682209786087689,0.5275975104528976,weekly,USR_01342
17.11391969998469,short,Self-Help,0.6724254129519817,0.19688644616847245,weekly,USR_02257
55.64763639657038,medium,Tech,0.1488212854031064,0.6535455146092901,weekly,USR_01491
140.96688913232134,long,History,0.08800505414599195,0.8387046022989243,daily,USR_00044
75.74277108006947,medium,News,0.2459046096520267,0.5605639203187551,weekly,USR_01879
148.11962708180485,long,True Crime,0.06983960519411893,0.8490512330457114,daily,USR_00451
22.360981641707106,short,Self-Help,0.43296847452761084,0.2864672930593568,monthly,USR_02046
105.64434028897718,long,Fiction,0.08167494722439493,0.8202546158002428,daily,USR_00045
62.3746817641699,medium,Comedy,0.3210246220002293,0.7030063806522848,weekly,USR_01284
28.02594276342131,medium,Tech,0.4469680597203717,0.32353997777095717,weekly,USR_01968
22.45943718831838,short,News,0.7022545055366195,0.07223997348317066,weekly,USR_02091
104.4189010213796,medium,True Crime,0.1468695574639893,0.8796601494869813,daily,USR_00255
66.85927064888969,medium,Comedy,0.2532613924704538,0.38477752329800174,weekly,USR_01946
70.98655092233865,medium,Tech,0.4365522980406188,0.7027263291158387,weekly,USR_01875
60.1148289360888,short,Tech,0.24606018984660272,0.7708077101784147,weekly,USR_01863
186.03641766491836,long,True Crime,0.08113392449408698,0.7551361919552293,daily,USR_00565
178.62005290479607,long,Fiction,0.050586557091159556,0.7960643585350131,daily,USR_00213
158.57596172174715,long,Fiction,0.0972509428349551,0.9550319974396728,daily,USR_00867
131.25544266912965,long,Fiction,0.19255829709733543,0.8267282084960225,daily,USR_00743
45.70086299807883,medium,Comedy,0.21282252590307366,1.0,weekly,USR_01252
1.0,medium,Comedy,0.141131186962241,0.2898554168867475,weekly,USR_01048
42.060553918017646,medium,Tech,0.2636106210491077,0.4100713470580761,weekly,USR_01737
58.58567048439834,medium,Comedy,0.26609216263731517,0.7004157020089841,weekly,USR_01018
123.3145671112343,medium,History,0.10212412694615877,0.9955276199956922,daily,USR_00171
11.22549418830519,short,Self-Help,0.8554577451895815,0.029373918003036043,weekly,USR_02097
36.056113832418774,short,Self-Help,0.6189804111238038,0.2740547535823682,monthly,USR_02488
16.719347958055053,short,News,0.790948588301243,0.46468460229887304,monthly,USR_02218
60.576817432066235,medium,News,0.3540024196989243,0.4012625970866305,weekly,USR_01798
75.85066499618132,long,Fiction,0.030900233870340466,0.9295225865160205,daily,USR_00545
63.15915205561908,short,News,0.2279266012824569,0.7479125837216567,weekly,USR_01222
156.41939732202667,long,History,0.13281787253146454,0.7989033364816799,daily,USR_00464
143.37107478511007,long,Fiction,0.17223562471821413,0.9128707506393415,daily,USR_00989
41.74670848678459,medium,Tech,0.49050230835354186,0.5367787743853061,weekly,USR_01322
